state,county,pjm_primary_zone,holding_company,gas_primary_hub,gas_secondary_hub,pjm_secondary_zone,confidence,notes,gas_notes
PA,Dauphin,METED,FirstEnergy,TETCO M3,Transco Z6 non-NY,,medium,Met-Ed; some PPL overlap,
PA,Delaware,PECO,Exelon,TETCO M3,Transco Z6 non-NY,,high,,
PA,Elk,PENELEC,FirstEnergy,Dom South,TETCO M2,,high,,NW PA - Marcellus production area
PA,Erie,PENELEC,FirstEnergy,Dom South,TETCO M2,,high,,NW PA - Marcellus production area
PA,Fayette,APS,FirstEnergy,TETCO M2,Dom South,,medium,West Penn Power,
PA,Forest,PENELEC,FirstEnergy,Dom South,TETCO M2,,high,,NW PA - Marcellus production area
PA,Franklin,APS,FirstEnergy,TETCO M2,Dom South,,medium,West Penn Power,
PA,Fulton,APS,FirstEnergy,TETCO M2,Dom South,,medium,West Penn Power,
PA,Greene,APS,FirstEnergy,TETCO M2,Dom South,,medium,West Penn Power,
PA,Huntingdon,APS,FirstEnergy,TETCO M2,Dom South,,medium,West Penn Power,
PA,Indiana,APS,FirstEnergy,TETCO M2,Dom South,,medium,West Penn Power,
PA,Jefferson,PENELEC,FirstEnergy,Dom South,TETCO M2,,high,,NW PA - Marcellus production area
PA,Juniata,APS,FirstEnergy,TETCO M2,Dom South,,medium,West Penn Power,
PA,Lackawanna,PPL,PPL,Leidy,TETCO M3,,high,,Heart of NE PA Marcellus; Leidy reference
PA,Lancaster,PPL,PPL,TETCO M3,Transco Z6 non-NY,,high,,
PA,Lawrence,ATSI,FirstEnergy,TETCO M2,Dom South,,medium,Penn Power,
PA,Lebanon,PPL,PPL,TETCO M3,Transco Z6 non-NY,,high,,
PA,Lehigh,PPL,PPL,TETCO M3,Transco Z6 non-NY,,high,,
PA,Luzerne,PPL,PPL,Leidy,TETCO M3,,high,,Heart of NE PA Marcellus; Leidy reference
PA,Lycoming,PPL,PPL,Leidy,TETCO M3,,high,,Heart of NE PA Marcellus; Leidy reference
PA,McKean,PENELEC,FirstEnergy,Dom South,TETCO M2,,high,,NW PA - Marcellus production area
PA,Mercer,ATSI,FirstEnergy,TETCO M2,Dom South,,medium,Penn Power,
PA,Mifflin,APS,FirstEnergy,TETCO M2,Dom South,,medium,West Penn Power,
PA,Monroe,PPL,PPL,TETCO M3,Transco Z6 non-NY,,high,,
PA,Montgomery,PECO,Exelon,TETCO M3,Transco Z6 non-NY,,high,,
PA,Montour,PPL,PPL,Leidy,TETCO M3,,high,,Heart of NE PA Marcellus; Leidy reference
PA,Northampton,PPL,PPL,TETCO M3,Transco Z6 non-NY,,high,,
PA,Northumberland,PPL,PPL,Leidy,TETCO M3,,high,,Heart of NE PA Marcellus; Leidy reference
PA,Perry,APS,FirstEnergy,TETCO M2,Dom South,,medium,West Penn Power,
PA,Philadelphia,PECO,Exelon,TETCO M3,Transco Z6 non-NY,,high,,
PA,Pike,PPL,PPL,TETCO M3,Transco Z6 non-NY,,high,,
PA,Potter,PENELEC,FirstEnergy,Dom South,TETCO M2,,high,,NW PA - Marcellus production area
PA,Schuylkill,PPL,PPL,TETCO M3,Transco Z6 non-NY,,high,,
PA,Snyder,PPL,PPL,Leidy,TETCO M3,,high,,Heart of NE PA Marcellus; Leidy reference
PA,Somerset,APS,FirstEnergy,TETCO M2,Dom South,,medium,West Penn Power,
PA,Sullivan,PPL,PPL,Leidy,TETCO M3,,high,,Heart of NE PA Marcellus; Leidy reference
PA,Susquehanna,PPL,PPL,Leidy,TETCO M3,,high,,Heart of NE PA Marcellus; Leidy reference
PA,Tioga,PENELEC,FirstEnergy,Dom South,TETCO M2,,high,,NW PA - Marcellus production area
PA,Union,PPL,PPL,Leidy,TETCO M3,,high,,Heart of NE PA Marcellus; Leidy reference
PA,Venango,PENELEC,FirstEnergy,Dom South,TETCO M2,,medium,,
PA,Warren,PENELEC,FirstEnergy,Dom South,TETCO M2,,high,,NW PA - Marcellus production area
PA,Washington,APS,FirstEnergy,TETCO M2,Dom South,,medium,West Penn Power,
PA,Westmoreland,APS,FirstEnergy,TETCO M2,Dom South,,medium,West Penn Power,
PA,Wyoming,PPL,PPL,Leidy,TETCO M3,,high,,Heart of NE PA Marcellus; Leidy reference
PA,York,METED,FirstEnergy,TETCO M3,Transco Z6 non-NY,,medium,Met-Ed; some PPL overlap,
TN,Johnson,AEP,AEP,TGP Z4,TCO Pool,,medium,Appalachian Power (APCo) limited service,
TN,Sullivan,AEP,AEP,TGP Z4,TCO Pool,,medium,Appalachian Power (APCo) limited service,
VA,Accomack,DPL,Exelon,TETCO M3,Transco Z6 non-NY,,high,Delmarva Power VA,
VA,Albemarle,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Alexandria,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Alleghany,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Amelia,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Amherst,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Appomattox,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Arlington,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Augusta,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Bath,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Bedford,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Bland,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Botetourt,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Brunswick,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Buchanan,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Buckingham,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Buena Vista,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Campbell,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Caroline,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Carroll,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Charles City,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Charlotte,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Charlottesville,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Chesapeake,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Chesterfield,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Clarke,APS,FirstEnergy,Transco Z5,TETCO M3,,high,Potomac Edison,
VA,Colonial Heights,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Craig,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Culpeper,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Cumberland,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Dickenson,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Dinwiddie,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Emporia,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Essex,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Fairfax,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Fairfax City,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Falls Church,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Fauquier,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Floyd,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Franklin,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Franklin City,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Frederick,APS,FirstEnergy,Transco Z5,TETCO M3,,high,Potomac Edison,
VA,Fredericksburg,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Giles,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Gloucester,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Goochland,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Grayson,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Greene,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Greensville,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Halifax,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Hampton,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Hanover,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Henrico,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Henry,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Highland,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Hopewell,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Isle of Wight,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,James City,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,King George,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,King William,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,King and Queen,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Lancaster,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Lee,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Lexington,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Loudoun,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Lunenburg,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Lynchburg,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Madison,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Manassas,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Manassas Park,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Mathews,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Mecklenburg,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Middlesex,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Montgomery,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Nelson,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,New Kent,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Newport News,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Norfolk,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Northampton,DPL,Exelon,TETCO M3,Transco Z6 non-NY,,high,Delmarva Power VA,
VA,Northumberland,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Nottoway,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Orange,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Page,APS,FirstEnergy,Transco Z5,TETCO M3,,high,Potomac Edison,
VA,Patrick,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Petersburg,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Pittsylvania,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Portsmouth,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Powhatan,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Prince Edward,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Prince George,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Prince William,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Pulaski,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Rappahannock,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Richmond,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Richmond City,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Roanoke,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Roanoke City,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Rockbridge,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Rockingham,APS,FirstEnergy,Transco Z5,TETCO M3,DOM,medium,,
VA,Russell,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Salem City,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Scott,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Shenandoah,APS,FirstEnergy,Transco Z5,TETCO M3,,high,Potomac Edison,
VA,Smyth,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Southampton,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Spotsylvania,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Stafford,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Staunton,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Suffolk,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Surry,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Sussex,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Tazewell,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Virginia Beach,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Warren,APS,FirstEnergy,Transco Z5,TETCO M3,,high,Potomac Edison,
VA,Washington,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Waynesboro,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Westmoreland,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Williamsburg,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
VA,Winchester City,APS,FirstEnergy,Transco Z5,TETCO M3,,high,Potomac Edison,
VA,Wise,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,Wythe,AEP,AEP,TCO Pool,TGP Z4,,high,Appalachian Power (APCo),
VA,York,DOM,Dominion Energy,Transco Z5,TETCO M3,,high,,
WV,Barbour,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Berkeley,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Boone,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Braxton,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Brooke,AEP,AEP,TETCO M2,Dom South,,high,Wheeling Power (AEP),
WV,Cabell,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Calhoun,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Clay,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Doddridge,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Fayette,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Gilmer,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Grant,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Greenbrier,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Hampshire,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Hancock,AEP,AEP,TETCO M2,Dom South,,high,Wheeling Power (AEP),
WV,Hardy,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Harrison,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Jackson,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Jefferson,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Kanawha,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Lewis,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Lincoln,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Logan,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Marion,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Marshall,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Mason,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,McDowell,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Mercer,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Mineral,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Mingo,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Monongalia,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Monroe,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Morgan,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Nicholas,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Ohio,AEP,AEP,TETCO M2,Dom South,,high,Wheeling Power (AEP),
WV,Pendleton,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Pleasants,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Pocahontas,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Preston,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Putnam,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Raleigh,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Randolph,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Ritchie,AEP,AEP,Dom South,TCO Pool,,medium,,
WV,Roane,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Summers,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Taylor,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Tucker,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Tyler,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Upshur,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Wayne,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Webster,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Wetzel,APS,FirstEnergy,Dom South,TCO Pool,,high,Mon Power / Potomac Edison,
WV,Wirt,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
WV,Wood,AEP,AEP,Dom South,TCO Pool,APS,medium,Parkersburg area mix,
WV,Wyoming,AEP,AEP,Dom South,TCO Pool,,high,Appalachian Power (APCo),
